id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSUNBazVHUDBnRRAB,"Wandered in during the Parisian Heritage days festival.   Lovely courtyard with an auction house and art gallery.  There is also a cafe open only during the summer months.   There is an old tower at the end of the smaller courtyard.   Oh and by the way,  this is the Paris version of a municipal pawn shop.   (going to see my Aunt).",8 years ago,2025-01-24 12:46:57.372083,4.0,Anna Hautzinger,662,https://www.google.com/maps/contrib/116136613716129316971/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURBdzhhekpBEAE,Great summer garden party,8 years ago,2025-01-24 12:46:57.374082,4.0,Flying Geek,189,https://www.google.com/maps/contrib/108508141100071226598/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURQa3YzdnRBRRAB,"To flee! I came to have inherited jewelry appraised but despite having made an appointment you have to wait more than an hour for the first step only! And alone! Rude security guards only allow one person in even if there is no one inside and it is cold outside, and unceremoniously take people out. It is unacceptable that the public is treated like this in the public service by people taking advantage of their little power, I left because I could afford it, it is urgent that management puts an end to this disrespectful and inappropriate behavior in this place frequented by people who certainly don't need that extra.",a month ago,2025-01-24 12:46:57.374082,1.0,Laurent Léchopier,22,https://www.google.com/maps/contrib/101062190795282069316/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUN2eWNpMVJnEAE,"Already at first ""Hello"" which many speakers in the comment area forget but who do not hesitate to point out the minimal inconveniences. I have this for a simple question before my visit, I have in my possession 2 items in white gold from a famous French jewelry brand, both have been ""engraved"" does the engraving lower the estimate? I also have the invoices and boxes in perfect condition.",a month ago,2025-01-24 12:46:57.375084,4.0,Farchid Wdjdani,0,https://www.google.com/maps/contrib/105685705202858362237/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUN2MG9uYlhBEAE,"Don't go there for leather goods, they offered me 180th for a bag costing 1500 new and selling between 1100 and 1400 second hand! Of course I refused but it’s a big waste of time! The simulation on the site gave me 750 at the lowest, hence my move. Damage",a month ago,2025-01-24 12:46:57.375084,1.0,G G,0,https://www.google.com/maps/contrib/113715052987619189112/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUMzMXNULWNREAE,"Know before going there that you will wait a total of 3 hours and that you will be obliged to accept a loan or sale offer at 30% of the value of your items! Let me explain: even when you have an appointment, you have 1 hour of waiting to drop off your items: be careful, they do not take branded bags or squares from a famous brand under the pretext that you need the invoices but it is Above all, they don't have the expertise, because when it comes to taking watches or gold jewelry, miraculously there is no need for invoices. In short, you then wait 1 hour more to receive your estimate. And there, after 2 hours of waiting, (you are very annoyed at having waited because there are not enough seats for the number of people), they offer you an immediate loan equivalent to a third of the value of your objects. So that you understand: if you arrive for example with +/-1000€ of jewelry value, they will automatically estimate the lot at -50% to arrive at their estimate of 500€. Then they immediately lend you 60% of this €500, or €300. Obviously you are very disappointed, you absolutely cannot negotiate or even less remove an object because otherwise you are left for a new estimate and an hour of waiting....so as you waited 2 hours so you can only accept their offer of @@@@@. Important: they do not take into account external estimates from jewelers, brands or certificates of origin. I am more than convinced that the waiting period is part of the strategy to force people to accept a very low offer, you have waited so long that you cannot refuse. In short, once @@@@@'s loan offer is accepted, you will then have the choice of repaying this loan or putting it up for sale after 3 months. This is the sale option that I chose, to hope to arrive at their lowest estimate and recover the remaining 40%. Finally, icing on the cake and truthful, you will wait 1 hour more to be paid.",2 months ago,2025-01-24 12:46:57.376084,2.0,Vanessa T,0,https://www.google.com/maps/contrib/104250952730194200024/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUR4dXY3RVZnEAE,"It's not a tourist attraction, but it ends up becoming one. It is a commercial bank with a beautiful internal courtyard that can be accessed upon request to the security guards at the reception. In addition to a water fountain and benches for resting, inside there are also the remains of one of the towers of the Philippe Auguste Enclosure (12th century) and the courtyard of the Griffon restaurant.",a year ago,2025-01-24 12:46:57.378082,5.0,"Ismar Pinto, Jr.",200,https://www.google.com/maps/contrib/110985750386392868542/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNQMGJ2NXVnRRAB,"I give 3 stars for the staff, but for the organization, excuse me for the term ""crap"". Let me explain, meeting at 11:40 a.m. as I write it is 1:07 p.m. my parents still haven't stopped by, there are still 3 people ahead of them. There is only one counter... What is the point of making appointments? Real question.!",a month ago,2025-01-24 12:46:57.378082,3.0,Anne-Charlotte Bourgeais,47,https://www.google.com/maps/contrib/118415485160852651711/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURQcl9QM3Z3RRAB,The staff is very welcoming and pleasant for the times I have been. A bit of a wait but we are very happy to leave with our savings in our pocket.,a month ago,2025-01-24 12:46:57.379086,5.0,Atia Atia,0,https://www.google.com/maps/contrib/100111268558099646089/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNiOE95clB3EAE,"Mixed experience updating my banking information  I opened a book with this organization three years ago and my experience had been without a hitch until now. Recently, I wanted to add a new RIB to my account. To my surprise, I was asked to reproduce the exact signature on my ID. Despite my attempts, as long as the signature is not a perfect replica, the addition of my RIB is refused.  This requirement seems inflexible to me, especially considering that signatures can change over time. What would happen if I renewed my ID and I no longer remember my original signature? In addition, I did not find any mention in my initial file stipulating that the signature must remain identical for any future banking transaction.  I asked the question, but the only answer I got was that any document must match the signature on the ID provided when opening the account. This policy does not appear to take into account natural and legitimate changes to a person's signature over the years.",6 months ago,2025-01-24 12:46:57.380084,1.0,Laure-Anne Nuiro,30,https://www.google.com/maps/contrib/105007062696566605707/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNYd28tcUhBEAE,"The concept is very good, but the staff who work are execrable and in a bad mood not a smile is really really not helpful if they don't want to work they change jobs.",2 months ago,2025-01-24 12:46:57.381083,2.0,Nizar Mareghni,93,https://www.google.com/maps/contrib/110021419586911980840/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNCMllQWlZREAE,"First of all, thank you very much city of Paris for this service. the team is good. The money they give is well calculated, it’s not bad. The interest rate is not bad, we pay per year. I give 3 stars but not 5 because sometimes at the entrance the security agencies are very strict, they never let translators in, and sometimes we have to wait for hours inside even if we have an appointment, but after that nothing to say everything is good. Good luck for the entire Paris municipal credit team.",2 months ago,2025-01-24 12:46:57.381083,3.0,thiru deluxsan,18,https://www.google.com/maps/contrib/102384557292630332382/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNELWN2QktnEAE,"I came this morning for the first time, there are people but it’s still very decent. I give the rating 5 stars for the listening, the kindness and above all the humanity of the lady who received me after the expertise, I did not remember her first name, 😞😞, thank you ma'am in any case !!, stay as you are you are awesome 👌👌👌 Many thanks also to David for this valuable advice.",9 months ago,2025-01-24 12:46:57.382084,5.0,virginie coquerel,0,https://www.google.com/maps/contrib/103607499983471103770/reviews?hl=en
