id_review,caption,relative_date,retrieval_date,rating,username,n_review_user,n_photo_user,url_user
ChdDSUhNMG9nS0VJQ0FnSURVenRpNTJnRRAB,Ok,5 years ago,2024-12-27 20:51:32.116462,5.0,Mircea Faur,15,https://www.google.com/maps/contrib/105123687965799443826/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNVdnNYUGpRRRAB,Top,5 years ago,2024-12-27 20:51:32.116462,4.0,Jérémie PELERIN,475,https://www.google.com/maps/contrib/101435961275832565803/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURDdzZlYURnEAE,"Permanent adoration chapel from 6 a.m. to midnight every day and at night from Thursday to Friday Sunday masses: 10 a.m. 11:15 a.m. And 7 p.m. Weekday: 11:15 a.m. and 7 p.m. Every Wednesday outside school holidays: praise and worship evenings from 8:15 p.m. to 9:30 p.m. (see Photos) Numerous groups for young middle and high school students, scouting (ND de Gerson) + Ski Spi camps in February",11 months ago,2024-12-27 20:51:32.117462,5.0,Alex MG,14,https://www.google.com/maps/contrib/117494032317247332571/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSURuc01QZENREAE,Magnificent Catholic church! Right in the middle of the 16th arrondissement of Paris: the recent restoration beautifies this church even more!,2 months ago,2024-12-27 20:51:32.117462,5.0,JEB,78,https://www.google.com/maps/contrib/100549194195712064866/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUM5bk5fSmZBEAE,"Chapel dedicated to the perpetual adoration of the Blessed Sacrament. The people for whom it makes sense, meet the Lord there!",9 months ago,2024-12-27 20:51:32.117462,5.0,Ayejo DAÏNOU,38,https://www.google.com/maps/contrib/100879116566062921289/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSURZM1plUy1nRRAB,"My favorite chapel to find peace of mind. Small, with its charm... I really appreciate the masses provided by Father Laurent Icard...",5 years ago,2024-12-27 20:51:32.117462,5.0,Luba,39,https://www.google.com/maps/contrib/116794724730620642249/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNocjYySE5nEAE,"Full to bursting. Interest in coming early to get a good seat, especially with family!",a year ago,2024-12-27 20:51:32.118462,5.0,Patrice DAUTEL,189,https://www.google.com/maps/contrib/106346938635745792758/reviews?hl=en-GB
ChdDSUhNMG9nS0VJQ0FnSUNvbXRpdXp3RRAB,Very pretty church to meditate and find calm with Christ. Blessed Sacrament in the evening on weekdays sometimes until 10 p.m. and thus find a moment of peace and rest with Christ.,5 years ago,2024-12-27 20:51:32.118462,5.0,Bruno PDS,53,https://www.google.com/maps/contrib/111398778914299733512/reviews?hl=en-GB
ChZDSUhNMG9nS0VJQ0FnSUNBNkxmdkJBEAE,"In Gothic style, the construction of this church dates from 1900. It is wedged between the buildings of a small street, opposite the United Protestant Church of Passy Annonciation. It only presents a small heritage: some capital decorations, a modern organ, a few contemporary statues, a large stained glass window on the facade and that of Saint Pierre-Julien Eymard on the left side.",6 years ago,2024-12-27 20:51:32.118462,3.0,Stéphane Renet,163,https://www.google.com/maps/contrib/115689629661580315097/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR1bU1pRDlRRRAB,"Beautiful church even if very simple, adoration all day long, always a lot of meditation.",2 years ago,2024-12-27 20:51:32.120462,5.0,Ilaria De Felice,48,https://www.google.com/maps/contrib/103733037172117075119/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNZdVp6d21BRRAB,Without a doubt one of the most beautiful churches I’ve ever seen inside! All around it is made of stained glass. The view is impressive.,5 years ago,2024-12-27 20:51:32.120462,4.0,Eric Huchet,13,https://www.google.com/maps/contrib/108650997026847151744/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUQyMHRhOGhBRRAB,Beautiful masses..very friendly young and dynamic priests sometimes a little too traditionalist...,2 years ago,2024-12-27 20:51:32.121463,5.0,Muriel Dehollain-Saget,166,https://www.google.com/maps/contrib/101597142324588505510/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNaazdhQ0tBEAE,"Very friendly welcome and great quality, very generous burgers!",a year ago,2024-12-27 20:51:32.121463,5.0,zastroute minart,0,https://www.google.com/maps/contrib/107223566565157838699/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNJbk9PVk5nEAE,Very beautiful church which readily invites spirituality and contemplation,6 years ago,2024-12-27 20:51:32.121463,5.0,Christophe Maniez Alunno,0,https://www.google.com/maps/contrib/113702743557861418624/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURhb3JtM0NBEAE,"Very beautiful chapel, a place conducive to prayer",3 years ago,2024-12-27 20:51:32.122472,5.0,Mélanie Saldanha,0,https://www.google.com/maps/contrib/116337032869533400617/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUR4djVpTTdRRRAB,Cozy church!! wonderful experience,a year ago,2024-12-27 20:51:32.122472,5.0,Maria do Carmo Batista,174,https://www.google.com/maps/contrib/113908678227599409500/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURwcjZhek9REAE,Very nice place of prayer,a year ago,2024-12-27 20:51:32.122472,5.0,sentroul,25,https://www.google.com/maps/contrib/117921915546058633223/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURjb3MyRXBBRRAB,Very nice I feel good there I always experience an opening of the Heart - virgin,4 years ago,2024-12-27 20:51:32.122472,5.0,Delphine Caron,65,https://www.google.com/maps/contrib/102215989676067391569/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURzd082TUN3EAE,Pleasant place of calm and contemplation far from the hustle and bustle outside.,4 years ago,2024-12-27 20:51:36.331744,4.0,J Klakloh,0,https://www.google.com/maps/contrib/108478082481052869120/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNBeFozSjNRRRAB,The Community welcomes you very pleasantly and always with a smile,6 years ago,2024-12-27 20:51:36.331744,5.0,Cyber BIGOR,378,https://www.google.com/maps/contrib/115237876164203428409/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNzLXJuNmJ3EAE,Daily mass at 11:15 a.m. with the sisters. Perpetual worship,4 years ago,2024-12-27 20:51:36.331744,5.0,Louis-Thomas Nessi,42,https://www.google.com/maps/contrib/112784752362745268571/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURxOXNYRlpnEAE,For music.  Soothing place,3 years ago,2024-12-27 20:51:36.332745,4.0,Antoine L,149,https://www.google.com/maps/contrib/117372452387260939390/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNZMVpqenBRRRAB,Welcoming and friendly church.,5 years ago,2024-12-27 20:51:36.332745,5.0,Jennifer Ogwuegbu,85,https://www.google.com/maps/contrib/105239871459372514189/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNxbmJlNVZnEAE,Exhibition of the Blessed Sacrament 7 days a week ✨🕊️❤️ …,3 years ago,2024-12-27 20:51:36.332745,5.0,Anne laure du Plessis,3,https://www.google.com/maps/contrib/116676334227744827657/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUMwd2VHeGxBRRAB,Quiet and good for prayer.,5 years ago,2024-12-27 20:51:36.332745,4.0,Guy Pagnerre,92,https://www.google.com/maps/contrib/111018194552643853031/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURxNy16T1lREAE,Very beautiful mass,3 years ago,2024-12-27 20:51:36.333745,5.0,beatrice deon,0,https://www.google.com/maps/contrib/117556741358221560347/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURZbThHZlFnEAE,Very welcome,5 years ago,2024-12-27 20:51:36.333745,4.0,Danièle Bmx,415,https://www.google.com/maps/contrib/105917437185690295833/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDZzUyeW9RRRAB,,4 years ago,2024-12-27 20:51:36.333745,5.0,Nevine STEPHAN,227,https://www.google.com/maps/contrib/106632207200749111743/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSURDaWFpN2h3RRAB,Place of prayer,4 years ago,2024-12-27 20:51:40.471254,5.0,Xénia de Mandat Grancey,101,https://www.google.com/maps/contrib/109464814664830088752/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUNRdUpucHpRRRAB,Spirituality,7 years ago,2024-12-27 20:51:40.471254,5.0,Jean-Louis HUREL,142,https://www.google.com/maps/contrib/111356642512588209960/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUNQNVpYNFlREAE,,a month ago,2024-12-27 20:51:40.471254,5.0,quentin carlier,64,https://www.google.com/maps/contrib/107503167042090167271/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSURYb2N5X013EAE,,a month ago,2024-12-27 20:51:40.472254,5.0,Philippe JOUSSAIN,25,https://www.google.com/maps/contrib/105950405374183594673/reviews?hl=en
ChdDSUhNMG9nS0VJQ0FnSUREbWRLazJnRRAB,,8 months ago,2024-12-27 20:51:40.472254,5.0,Corentin Chassigneux,0,https://www.google.com/maps/contrib/104201917844352238130/reviews?hl=en
ChZDSUhNMG9nS0VJQ0FnSUR4dHBUamJREAE,,a year ago,2024-12-27 20:51:40.472254,5.0,Alain Nkodia,0,https://www.google.com/maps/contrib/108307044321271526897/reviews?hl=en
